order_detail_id,order_id,customer_id,employee_id,product_id,date_key,quantity,unit_price,discount,total_amount,shipping_fee,taxes
137,137,18,1,77,20260103,34.0,210.01,0.0,7140.34,0.0,0.0
138,138,40,1,34,20260103,23.0,328.09,0.0,7546.07,0.0,0.0
139,139,68,1,69,20260103,28.0,259.32,0.0,7260.96,0.0,0.0
140,140,10,1,46,20260103,49.0,449.23,0.0,22012.27,0.0,0.0
141,141,17,1,42,20260103,42.0,272.04,0.0,11425.68,0.0,0.0
142,142,62,1,63,20260103,31.0,294.52,0.0,9130.12,0.0,0.0
143,143,9,1,59,20260103,18.0,161.53,0.0,2907.54,0.0,0.0
144,144,21,1,8,20260103,17.0,44.0,0.0,748.0,0.0,0.0
145,145,50,1,24,20260103,46.0,151.62,0.0,6974.52,0.0,0.0
146,146,28,1,47,20260103,27.0,187.57,0.0,5064.39,0.0,0.0
147,147,28,1,19,20260103,5.0,402.34,0.0,2011.7,0.0,0.0
148,148,55,1,49,20260103,12.0,317.22,0.0,3806.64,0.0,0.0
149,149,90,1,65,20260103,6.0,213.98,0.0,1283.88,0.0,0.0
150,150,46,1,3,20260103,39.0,300.03,0.0,11701.17,0.0,0.0
151,151,98,1,56,20260103,7.0,32.9,0.0,230.3,0.0,0.0
152,152,51,1,75,20260103,48.0,375.66,0.0,18031.68,0.0,0.0
153,153,38,1,25,20260103,3.0,20.26,0.0,60.78,0.0,0.0
154,154,15,1,71,20260103,6.0,452.08,0.0,2712.48,0.0,0.0
155,155,55,1,3,20260103,42.0,478.57,0.0,20099.94,0.0,0.0
156,156,94,1,12,20260103,36.0,108.46,0.0,3904.56,0.0,0.0
157,157,50,1,23,20260103,12.0,444.05,0.0,5328.6,0.0,0.0
158,158,7,1,75,20260103,35.0,202.74,0.0,7095.9,0.0,0.0
159,159,22,1,22,20260103,24.0,247.6,0.0,5942.4,0.0,0.0
160,160,91,1,61,20260103,26.0,252.96,0.0,6576.96,0.0,0.0
161,161,97,1,27,20260103,43.0,410.65,0.0,17657.95,0.0,0.0
162,162,96,1,1,20260103,46.0,89.19,0.0,4102.74,0.0,0.0
163,163,47,1,21,20260103,28.0,225.87,0.0,6324.36,0.0,0.0
164,164,85,1,36,20260103,15.0,34.73,0.0,520.95,0.0,0.0
165,165,17,1,53,20260103,49.0,65.4,0.0,3204.6,0.0,0.0
166,166,43,1,20,20260103,12.0,253.02,0.0,3036.24,0.0,0.0
167,167,21,1,3,20260103,39.0,315.43,0.0,12301.77,0.0,0.0
168,168,47,1,71,20260103,15.0,458.96,0.0,6884.4,0.0,0.0
169,169,1,1,43,20260103,11.0,158.02,0.0,1738.22,0.0,0.0
170,170,69,1,65,20260103,11.0,374.73,0.0,4122.03,0.0,0.0
171,171,93,1,16,20260103,45.0,377.88,0.0,17004.6,0.0,0.0
172,172,6,1,44,20260103,33.0,129.09,0.0,4259.97,0.0,0.0
173,173,54,1,22,20260103,35.0,115.91,0.0,4056.85,0.0,0.0
174,174,55,1,16,20260103,35.0,134.16,0.0,4695.6,0.0,0.0
175,175,22,1,35,20260103,2.0,172.01,0.0,344.02,0.0,0.0
176,176,41,1,52,20260103,22.0,259.57,0.0,5710.54,0.0,0.0
177,177,35,1,7,20260103,28.0,148.1,0.0,4146.8,0.0,0.0
178,178,88,1,8,20260103,13.0,111.06,0.0,1443.78,0.0,0.0
179,179,11,1,63,20260103,1.0,210.25,0.0,210.25,0.0,0.0
180,180,34,1,44,20260103,21.0,417.95,0.0,8776.95,0.0,0.0
181,181,10,1,23,20260103,35.0,68.86,0.0,2410.1,0.0,0.0
182,182,78,1,41,20260103,50.0,418.66,0.0,20933.0,0.0,0.0
183,183,19,1,53,20260103,23.0,60.26,0.0,1385.98,0.0,0.0
184,184,14,1,12,20260103,4.0,302.77,0.0,1211.08,0.0,0.0
185,185,2,1,63,20260103,50.0,391.69,0.0,19584.5,0.0,0.0
186,186,88,1,62,20260103,16.0,28.58,0.0,457.28,0.0,0.0
187,187,3,1,31,20260103,19.0,18.85,0.0,358.15,0.0,0.0
188,188,95,1,50,20260103,14.0,351.27,0.0,4917.78,0.0,0.0
189,189,77,1,67,20260103,32.0,91.79,0.0,2937.28,0.0,0.0
190,190,11,1,24,20260103,47.0,193.11,0.0,9076.17,0.0,0.0
191,191,47,1,27,20260103,48.0,302.31,0.0,14510.88,0.0,0.0
192,192,81,1,22,20260103,39.0,301.27,0.0,11749.53,0.0,0.0
193,193,75,1,59,20260103,9.0,157.18,0.0,1414.62,0.0,0.0
194,194,8,1,77,20260103,29.0,375.97,0.0,10903.13,0.0,0.0
195,195,10,1,37,20260103,43.0,155.24,0.0,6675.32,0.0,0.0
196,196,54,1,75,20260103,2.0,230.72,0.0,461.44,0.0,0.0
197,197,83,1,11,20260103,35.0,451.65,0.0,15807.75,0.0,0.0
198,198,82,1,4,20260103,23.0,73.68,0.0,1694.64,0.0,0.0
199,199,4,1,27,20260103,28.0,180.98,0.0,5067.44,0.0,0.0
200,200,18,1,32,20260103,5.0,320.6,0.0,1603.0,0.0,0.0
201,201,17,1,14,20260103,23.0,30.66,0.0,705.18,0.0,0.0
202,202,14,1,15,20260103,34.0,456.51,0.0,15521.34,0.0,0.0
203,203,37,1,44,20260103,38.0,407.95,0.0,15502.1,0.0,0.0
204,204,41,1,50,20260103,28.0,165.26,0.0,4627.28,0.0,0.0
205,205,37,1,66,20260103,25.0,22.55,0.0,563.75,0.0,0.0
206,206,26,1,59,20260103,45.0,220.17,0.0,9907.65,0.0,0.0
207,207,40,1,55,20260103,12.0,353.98,0.0,4247.76,0.0,0.0
208,208,32,1,73,20260103,26.0,78.85,0.0,2050.1,0.0,0.0
209,209,5,1,43,20260103,30.0,190.49,0.0,5714.7,0.0,0.0
210,210,57,1,77,20260103,28.0,75.51,0.0,2114.28,0.0,0.0
211,211,43,1,63,20260103,16.0,471.25,0.0,7540.0,0.0,0.0
212,212,84,1,66,20260103,22.0,75.22,0.0,1654.84,0.0,0.0
213,213,14,1,49,20260103,5.0,134.49,0.0,672.45,0.0,0.0
214,214,2,1,65,20260103,8.0,386.2,0.0,3089.6,0.0,0.0
215,215,55,1,16,20260103,9.0,132.36,0.0,1191.24,0.0,0.0
216,216,32,1,52,20260103,48.0,161.98,0.0,7775.04,0.0,0.0
217,217,38,1,53,20260103,45.0,400.31,0.0,18013.95,0.0,0.0
218,218,45,1,5,20260103,19.0,162.04,0.0,3078.76,0.0,0.0
219,219,12,1,1,20260103,21.0,142.54,0.0,2993.34,0.0,0.0
220,220,56,1,22,20260103,3.0,474.33,0.0,1422.99,0.0,0.0
221,221,51,1,2,20260103,20.0,191.27,0.0,3825.4,0.0,0.0
222,222,26,1,3,20260103,32.0,435.34,0.0,13930.88,0.0,0.0
223,223,34,1,26,20260103,34.0,128.01,0.0,4352.34,0.0,0.0
224,224,45,1,8,20260103,10.0,383.99,0.0,3839.9,0.0,0.0
225,225,91,1,52,20260103,6.0,444.76,0.0,2668.56,0.0,0.0
226,226,10,1,5,20260103,15.0,245.93,0.0,3688.95,0.0,0.0
227,227,76,1,2,20260103,25.0,239.85,0.0,5996.25,0.0,0.0
228,228,19,1,49,20260103,16.0,282.64,0.0,4522.24,0.0,0.0
229,229,35,1,27,20260103,18.0,47.95,0.0,863.1,0.0,0.0
230,230,53,1,72,20260103,35.0,110.92,0.0,3882.2,0.0,0.0
231,231,23,1,44,20260103,19.0,264.98,0.0,5034.62,0.0,0.0
232,232,15,1,16,20260103,34.0,465.5,0.0,15827.0,0.0,0.0
233,233,43,1,23,20260103,1.0,63.87,0.0,63.87,0.0,0.0
234,234,97,1,62,20260103,16.0,145.9,0.0,2334.4,0.0,0.0
235,235,9,1,8,20260103,29.0,274.65,0.0,7964.85,0.0,0.0
236,236,45,1,72,20260103,4.0,5.32,0.0,21.28,0.0,0.0
237,237,4,1,46,20260103,2.0,139.56,0.0,279.12,0.0,0.0
238,238,29,1,16,20260103,5.0,312.28,0.0,1561.4,0.0,0.0
239,239,69,1,52,20260103,11.0,351.64,0.0,3868.04,0.0,0.0
240,240,96,1,63,20260103,17.0,437.09,0.0,7430.53,0.0,0.0
241,241,48,1,50,20260103,30.0,133.78,0.0,4013.4,0.0,0.0
242,242,5,1,21,20260103,46.0,123.09,0.0,5662.14,0.0,0.0
243,243,51,1,19,20260103,8.0,154.15,0.0,1233.2,0.0,0.0
244,244,100,1,3,20260103,28.0,241.84,0.0,6771.52,0.0,0.0
245,245,32,1,12,20260103,33.0,41.12,0.0,1356.96,0.0,0.0
246,246,96,1,70,20260103,41.0,329.69,0.0,13517.29,0.0,0.0
247,247,21,1,6,20260103,34.0,191.52,0.0,6511.68,0.0,0.0
248,248,10,1,68,20260103,46.0,51.23,0.0,2356.58,0.0,0.0
249,249,63,1,57,20260103,49.0,361.18,0.0,17697.82,0.0,0.0
250,250,27,1,34,20260103,24.0,472.36,0.0,11336.64,0.0,0.0
251,251,84,1,71,20260103,27.0,167.66,0.0,4526.82,0.0,0.0
252,252,97,1,72,20260103,46.0,279.65,0.0,12863.9,0.0,0.0
253,253,76,1,67,20260103,29.0,372.73,0.0,10809.17,0.0,0.0
254,254,76,1,11,20260103,17.0,395.66,0.0,6726.22,0.0,0.0
255,255,72,1,29,20260103,35.0,78.34,0.0,2741.9,0.0,0.0
256,256,80,1,16,20260103,32.0,401.96,0.0,12862.72,0.0,0.0
257,257,67,1,36,20260103,27.0,463.83,0.0,12523.41,0.0,0.0
258,258,98,1,41,20260103,4.0,28.49,0.0,113.96,0.0,0.0
259,259,8,1,38,20260103,16.0,191.66,0.0,3066.56,0.0,0.0
260,260,88,1,75,20260103,8.0,285.47,0.0,2283.76,0.0,0.0
261,261,82,1,70,20260103,11.0,65.42,0.0,719.62,0.0,0.0
262,262,27,1,37,20260103,31.0,414.05,0.0,12835.55,0.0,0.0
263,263,29,1,56,20260103,21.0,77.65,0.0,1630.65,0.0,0.0
264,264,99,1,74,20260103,19.0,317.97,0.0,6041.43,0.0,0.0
265,265,8,1,28,20260103,30.0,75.03,0.0,2250.9,0.0,0.0
266,266,18,1,67,20260103,39.0,335.61,0.0,13088.79,0.0,0.0
267,267,88,1,15,20260103,12.0,166.36,0.0,1996.32,0.0,0.0
268,268,95,1,5,20260103,5.0,160.57,0.0,802.85,0.0,0.0
269,269,97,1,56,20260103,3.0,131.56,0.0,394.68,0.0,0.0
270,270,44,1,45,20260103,26.0,463.43,0.0,12049.18,0.0,0.0
271,271,17,1,33,20260103,6.0,10.95,0.0,65.7,0.0,0.0
272,272,69,1,41,20260103,12.0,350.46,0.0,4205.52,0.0,0.0
273,273,5,1,65,20260103,3.0,87.42,0.0,262.26,0.0,0.0
274,274,61,1,76,20260103,1.0,242.26,0.0,242.26,0.0,0.0
275,275,7,1,68,20260103,2.0,226.92,0.0,453.84,0.0,0.0
276,276,25,1,10,20260103,21.0,338.93,0.0,7117.53,0.0,0.0
277,277,95,1,44,20260103,32.0,411.54,0.0,13169.28,0.0,0.0
278,278,8,1,2,20260103,26.0,226.52,0.0,5889.52,0.0,0.0
279,279,75,1,15,20260103,45.0,171.59,0.0,7721.55,0.0,0.0
280,280,12,1,63,20260103,49.0,128.64,0.0,6303.36,0.0,0.0
281,281,80,1,28,20260103,21.0,450.04,0.0,9450.84,0.0,0.0
282,282,54,1,65,20260103,26.0,153.01,0.0,3978.26,0.0,0.0
283,283,100,1,51,20260103,12.0,140.87,0.0,1690.44,0.0,0.0
284,284,69,1,10,20260103,2.0,263.29,0.0,526.58,0.0,0.0
285,285,28,1,3,20260103,47.0,191.38,0.0,8994.86,0.0,0.0
286,286,30,1,16,20260103,46.0,472.24,0.0,21723.04,0.0,0.0
287,287,12,1,29,20260103,11.0,349.03,0.0,3839.33,0.0,0.0
288,288,51,1,36,20260103,40.0,94.5,0.0,3780.0,0.0,0.0
289,289,71,1,46,20260103,3.0,253.8,0.0,761.4,0.0,0.0
290,290,29,1,22,20260103,21.0,268.03,0.0,5628.63,0.0,0.0
291,291,93,1,73,20260103,8.0,141.6,0.0,1132.8,0.0,0.0
292,292,86,1,69,20260103,2.0,243.24,0.0,486.48,0.0,0.0
293,293,18,1,63,20260103,29.0,471.83,0.0,13683.07,0.0,0.0
294,294,86,1,17,20260103,2.0,466.41,0.0,932.82,0.0,0.0
295,295,89,1,37,20260103,7.0,143.49,0.0,1004.43,0.0,0.0
296,296,36,1,52,20260103,19.0,496.89,0.0,9440.91,0.0,0.0
297,297,81,1,35,20260103,45.0,220.9,0.0,9940.5,0.0,0.0
298,298,9,1,52,20260103,24.0,42.01,0.0,1008.24,0.0,0.0
299,299,26,1,74,20260103,39.0,327.21,0.0,12761.19,0.0,0.0
300,300,98,1,58,20260103,30.0,473.24,0.0,14197.2,0.0,0.0
301,301,92,1,42,20260103,5.0,35.35,0.0,176.75,0.0,0.0
302,302,20,1,44,20260103,47.0,325.06,0.0,15277.82,0.0,0.0
303,303,1,1,63,20260103,2.0,132.48,0.0,264.96,0.0,0.0
304,304,7,1,48,20260103,39.0,176.7,0.0,6891.3,0.0,0.0
305,305,77,1,74,20260103,23.0,444.34,0.0,10219.82,0.0,0.0
306,306,86,1,59,20260103,12.0,175.87,0.0,2110.44,0.0,0.0
307,307,38,1,64,20260103,23.0,414.11,0.0,9524.53,0.0,0.0
308,308,68,1,77,20260103,31.0,43.47,0.0,1347.57,0.0,0.0
309,309,11,1,14,20260103,36.0,36.05,0.0,1297.8,0.0,0.0
310,310,77,1,29,20260103,38.0,131.83,0.0,5009.54,0.0,0.0
311,311,26,1,69,20260103,29.0,464.62,0.0,13473.98,0.0,0.0
312,312,39,1,66,20260103,6.0,316.55,0.0,1899.3,0.0,0.0
313,313,59,1,6,20260103,16.0,100.88,0.0,1614.08,0.0,0.0
314,314,90,1,74,20260103,38.0,108.46,0.0,4121.48,0.0,0.0
315,315,52,1,3,20260103,46.0,415.39,0.0,19107.94,0.0,0.0
316,316,59,1,8,20260103,8.0,183.15,0.0,1465.2,0.0,0.0
317,317,12,1,40,20260103,29.0,358.67,0.0,10401.43,0.0,0.0
318,318,58,1,55,20260103,39.0,61.26,0.0,2389.14,0.0,0.0
1263,1263,32,1,50,20260104,14.0,304.1,0.0,4257.4,0.0,0.0
1274,1274,77,1,37,20260104,50.0,24.4,0.0,1220.0,0.0,0.0
1278,1278,60,1,31,20260104,24.0,180.14,0.0,4323.36,0.0,0.0
1282,1282,32,1,53,20260104,46.0,315.76,0.0,14524.96,0.0,0.0
1286,1286,50,1,2,20260104,44.0,482.27,0.0,21219.88,0.0,0.0
1290,1290,87,1,59,20260104,33.0,328.19,0.0,10830.27,0.0,0.0
1267,1267,94,1,57,20260104,33.0,474.9,0.0,15671.7,0.0,0.0
319,319,41,1,76,20260103,21.0,393.42,0.0,8261.82,0.0,0.0
320,320,44,1,73,20260103,10.0,134.78,0.0,1347.8,0.0,0.0
321,321,84,1,65,20260103,45.0,319.97,0.0,14398.65,0.0,0.0
322,322,3,1,66,20260103,44.0,376.07,0.0,16547.08,0.0,0.0
323,323,2,1,33,20260103,42.0,72.95,0.0,3063.9,0.0,0.0
324,324,91,1,26,20260103,44.0,443.36,0.0,19507.84,0.0,0.0
325,325,73,1,56,20260103,12.0,348.71,0.0,4184.52,0.0,0.0
326,326,20,1,39,20260103,21.0,149.47,0.0,3138.87,0.0,0.0
327,327,96,1,53,20260103,16.0,97.52,0.0,1560.32,0.0,0.0
328,328,79,1,19,20260103,29.0,275.44,0.0,7987.76,0.0,0.0
329,329,37,1,24,20260103,26.0,153.77,0.0,3998.02,0.0,0.0
330,330,21,1,57,20260103,41.0,480.37,0.0,19695.17,0.0,0.0
331,331,51,1,16,20260103,49.0,148.74,0.0,7288.26,0.0,0.0
332,332,53,1,62,20260103,20.0,87.29,0.0,1745.8,0.0,0.0
333,333,95,1,70,20260103,22.0,146.06,0.0,3213.32,0.0,0.0
334,334,64,1,61,20260103,4.0,260.85,0.0,1043.4,0.0,0.0
